Identifiant;CUM360;GAS360;Category;Anonymised PROD_DT;Anonymised COMP_DT;Anonymised SPUD_DT;Anonymised X Coordinate;Anonymised Y Coordinate;Avg(LATERAL_LENGTH) for;Avg(TOTAL_TVD) for;Avg(TOTAL_MD) for;production Days;Avg(ISIP_(Instant_Shut-in_Pressure_psi)) for;Sum(Total_Clean_Volume_Pumped_(bbl)) for;Avg(Frac_Gradient_(psi/ft)) for;Avg(Breakdown_Pressure_(psi)) for;Avg(Final_(Post_Treatment_Shut-in_Pressure_psi)) for;Avg(Pre_Treatment_Shut-in_Pressure_(psi)) for;Avg(Min_ reat_Rate_(bpm)) for;Avg(Max_Treat_Rate_(bpm)) for;Avg(Avg_Treat_Rate_(bpm)) for;Avg(Min_Treat_Pressure_(psi)) for;Avg(Max_Treat_Pressure_(psi)) for;Avg(Avg_Treat_Pressure_(psi)) for;Sum(Proppant_In Formation (lb)) for;Avg(Entered_ Shot_ Total) for;Avg(Shot_ Density_ shots/ft) for;Avg(Stage_ Length_(Calculated Field)) for;Avg(Total_ No_ of Perfs) for;Avg(NO_ of_ STAGES) for;Avg(Vp_PT_PLEASANT) for;Avg(VTOC_UTICA) for;Avg(GIPTOT_(bcf/section)_UTICA) for;Avg(SW) for;Avg(PAYFLAG_(NTG)) for;Avg(YOUNG'S_MODULUS_PT_PLEASANT) for;Avg(POISSON_RATIO_PT_PLEASANT) for;Avg(FRACTURE_TOUGHNESS) for;Avg(GIPTOT_(bcf/section)_PT_PLEASANT) for;Avg(NPHI_PT_PLEASANT) for;Avg(THICKNESS_PT_PLEASANT) for;Avg(MATURITY_PT_ PLEASANT) for;Avg(UPLIFT_MAGNITUDE_ PT_PLEASANT) for;Avg(MAX_DEPTH_BURIAL_PT_PLEASANT) for;Avg(TEMP_ANAMOLY_PT_PLEASANT) for;Avg(TEMP_PT_PLEASANT) for;Avg(VS_PT_PLEASANT) for;Avg(MHS_PT_PLEASANT_(Min_Horz_Stress)) for;Avg(RESISTIVITY_PT_PLEASANT) for;Avg(GR_PT_PLEASANT) for;Avg(VCLAY_UTICA) for;Avg(VTOC_PT_PLEASANT) for;Avg(VCARB_PT_PLEASANT) for;Avg(VCLAY_PT_PLEASANT) for;Avg(POROSITY FROM DENSITY LOGS) for;Surf X             SP OH-N 27;Surf Y             SP OH-N 27;Proppant per foot;Clusters;Cluster spacing
281;1,093801274;0,849881556;8H;14757;14757;14576;-1,675476351;0,53286221;3,769825451;1,160086744;4,122544318;-1,100577721;0,396351597;13,32846024;0,396493977;-0,848848273;0,718184183;1,102505606;0,228709857;-1,141572913;-0,199877085;-0,020770679;-0,374798176;-0,518062568;10,83830645;0,067969042;1,824854509;-0,426770117;10,33819016;8,215522252;3,078123136;-1,172187428;-3,204665388;4,969837491;-1,538844156;-0,456366529;-1,243415194;1,564639485;-0,353401232;-0,267593208;-1,942570445;1,084328764;-0,522660607;0,425236593;0,464193583;0,912756384;3,078123136;-2,1958516;-1,372988072;0,179078363;3,83892955;0,474403835;-0,053261228;1,399539037;-0,96355354;-0,667424816;-1,855861636;7,756198823;-0,693906603;-0,355327541
282;-0,735150175;-0,792656472;3H;14510;14511;14370;0,569573184;-0,604871386;0,441966476;-0,65121136;-0,051591181;0,744637016;-0,835539701;0,001341439;-0,78731704;1,465230737;-1,414894034;-1,280407214;0,24052275;0,484660176;0,753840376;0,284080922;0,259859283;0,601941253;0,367496744;0,91822092;-0,939005172;-0,25185484;-0,486610425;0,107150954;-0,616730578;-0,389543036;0,424553342;-0,411306587;0,135617249;-2,319903236;0,144005322;1,44122043;0,150362941;-0,91814385;0,643603526;-0,760732753;-0,465741271;-1,331015811;0,213101738;-0,427726567;-0,616730578;1,230650198;0,805793648;-0,893891001;1,060731284;0,746360456;1,035461338;1,732862881;0,049448976;-0,319297165;0,781176699;0,014930476;-0,693906603;-0,190989111
283;-0,568603567;-0,64308753;8H;12708;12708;12538;2,042646013;-0,552652077;0,144776245;-0,280718566;-0,462087936;0,984703218;0,534669819;-0,74609941;0,83145677;0,84579937;0,334763393;0,260467702;0,575579332;0,481364871;0,741028051;0,51047142;0,788126305;0,526289311;0,119459076;-0,782282835;0,673246309;-0,171323626;-0,683424981;-0,62997371;-1,852274934;1,530066131;1,689037846;0,732000659;0,533832242;0,512503449;0,257264139;-0,356326157;-1,055559699;0,052776785;1,198358136;-1,0855223;1,566800155;1,107655983;-1,151030706;-1,074961965;-1,852274934;1,460805022;0,161442505;0,143711725;-1,88832241;-0,78664343;0,0249537;-0,369857186;-0,172999863;0,996699195;1,508872828;-0,003533831;0,028444593;-0,176238565
284;0,391719112;0,21935547;6H;14354;14354;14092;0,20311044;0,786034124;-4,1434941;1,403339589;-3,514499702;-0,229749338;0,568487883;-3,419745908;0,355564464;1,323049913;1,232942343;0,865303013;0,582608491;0,132362099;0,950684282;-0,073232359;-0,630376546;-0,950009602;-3,318179686;2,618724674;-0,017718612;-0,37463304;-2,520360838;-0,875681931;1,160239105;-1,175245429;0,01422387;-1,019308129;-0,252508839;-1,191685374;0,144005322;-0,252211011;-0,098241636;0,092741488;0,037056402;0,942118652;-1,653773229;-0,599188637;0,570339911;1,131148962;1,160239105;-0,456995449;0,493983032;-0,134098333;0,47506022;1,458455328;-1,38268545;-0,977930574;1,644913275;0,647648516;-0,624552317;-0,159126826;-1,416257799;-0,2627304
285;-0,354801135;-0,451075818;2H;13908;13908;13720;-0,843321175;0,069264913;0,954073937;0,535114051;2,073067846;0,542228256;0,123205325;1,843618974;0,14391032;-0,64197511;-0,281971726;0,205778477;0,385499156;0,39074398;0,668958722;-0,022515317;1,039796166;0,063921738;0,709792198;0,91822092;-0,939005172;-0,25222425;-0,158586165;0,352859175;0,159633646;0,522327381;-1,427049088;-0,796264085;1,900656245;-0,301455031;1,503111133;-0,305840371;3,18429521;-2,465356922;-0,678287306;0,866426173;0,87974023;1,407546195;0,104399467;0,384979941;0,159633646;-1,332841625;-0,794148995;-0,533039566;0,070479424;-0,775384079;1,007458134;-0,141400235;0,189554875;-0,396831596;-0,896852479;-0,065962641;-0,693906603;-0,191336182
286;-1,013999752;-1,04308147;8H;14363;14363;14048;-1,939576096;-0,15407947;-0,543630506;0,209529475;-0,210978199;-1,039384375;0,264315685;2,047634536;0,282030084;0,694663149;0,30434878;1,108511011;0,482150093;0,094166517;0,668958722;0,946591129;0,042554343;0,534489452;1,859778814;-0,782282835;0,903567949;-0,293228676;0,891091468;0,352859175;1,401830713;-0,961949859;-0,944190045;1,136784294;-0,853392119;1,095604123;-1,215100489;0,179562878;-0,440466672;0,70403521;-2,195539295;0,47420151;-0,606770079;-0,450988629;-0,081060818;-0,036921764;1,401830713;-0,79117681;0,626409142;-0,844780928;1,171812657;0,80049195;-0,851957258;-0,235874914;0,412618213;-1,460695316;-1,520958865;3,521656359;0,028444593;-0,271683271
287;-0,951992112;-0,987395543;8H;13045;13045;12806;-0,680284467;-0,071064612;0,621623847;0,29934591;0,160423626;0,589300061;-0,89597875;-0,158380784;-0,96774605;0,253205603;-0,734203459;-1,157544628;-0,249175332;0,840553132;0,260565854;-0,202514319;-0,348702408;-0,117624866;0,117695667;-0,867308023;0,719310637;0,014858633;-0,683424981;-1,367098373;0,571887127;0,220426232;-0,82452566;0,209912379;0,409798064;-0,37438791;1,09537939;-0,505323876;1,432523085;-1,748137078;-0,665662243;0,74394198;0,871495629;1,161076201;-0,680407802;-0,273873535;0,571887127;-1,353495008;-0,315177978;-0,003079251;0,715002948;0,154291837;1,457888405;0,254706328;-0,401839497;-0,482138902;-0,710989294;-0,510101414;1,473146985;-0,143049838
288;-0,058592897;-0,185059885;3H;12257;12257;12070;2,013437511;-0,159196008;-1,263939033;-0,497774951;-1,743198687;2,792260511;0,312415518;1,54273511;0,589098662;-1,131028013;0,829534679;;0,601352916;0,484660176;0,875557466;-0,809838905;-3,226369517;-2,279935115;-0,466120362;1,768472797;-0,017718612;-0,17110198;-1,470683206;-1,121390152;-1,805348284;1,323752996;1,638682546;1,518437436;-0,118979222;0,183325955;1,09537939;-0,965836039;-1,046587981;-0,029640583;1,227760505;-1,281864003;1,234032795;0,660940078;-1,905282348;-1,645772838;-1,805348284;1,522984863;0,878136092;0,148375458;-1,843266589;-0,093067434;0,634618136;-0,352679972;-0,031664965;0,992667016;1,446345012;0,8930173;0,028444593;-0,176065029
289;-0,056840507;-0,183485327;6H;11995;11995;11633;1,913377186;-0,717042909;-0,471431749;-0,557652574;-1,009416942;1,375399196;0,593991844;0,284072218;0,946837346;-1,458949887;1,264412659;-0,027183341;-0,878050764;-0,919139816;-2,795173718;-6,753659742;-2,919332155;-3,826917688;-2,421404728;0,663145356;-0,201975924;-0,122229137;-1,208263798;-1,121390152;-1,754415701;1,357391007;1,524175973;1,439132887;0,116032905;0,111285807;0,551737065;-0,61948971;-0,984802456;0,071336422;1,388912417;-1,259844372;1,224725283;0,641977848;-2,224190372;-1,850950779;-1,754415701;1,349300611;0,737750477;0,142079419;-1,693681262;0,042044773;0,240048076;-0,140369602;-0,310401963;0,737862449;1,529316532;-3,145541342;0,317385071;-0,159237477
290;-1,196654868;-1,207123692;6H;14326;14326;14198;-0,748716006;-1,362240917;2,696918345;-2,387662436;1,173884479;1,050603745;-1,554278985;0,264217599;-1,202439424;-0,152014194;-1,433664971;-1,308848814;0,206157972;1,143721206;0,715403401;-0,941986827;0,253627458;-0,452010058;0,717976974;-0,782282835;0,903567949;-0,13674692;2,400003065;0,107150954;-1,092864392;-0,340207287;-0,295930878;-1,151482377;0,30534823;1,8332489;-2,574206301;0,135217174;-1,29784028;2,064295335;-0,333782075;-0,041424832;-0,324830127;-1,262961487;0,085743046;-0,679148647;-1,092864392;-1,60609913;-0,162579682;3,887134253;-0,446536127;0,095050331;0,823025073;0,86117651;-1,72227614;-1,47458933;0,084520096;-1,539027063;1,424990238;-0,229983632
291;1,097436504;0,853143141;0H;13301;13301;13043;1,042233468;-0,046981174;2,790944632;0,347996478;3,137652837;-0,554544789;0,856624812;3,803543758;0,973900725;-0,354204755;1,415130087;1,451059333;0,128837222;-0,202410947;-0,171850123;1,198017174;-0,122678905;1,148597246;2,100919016;0,067969042;-0,939005172;-0,314285002;2,465607917;2,318524944;0,448990809;-0,020085548;0,91703821;-0,441045793;-0,176100225;-0,447360745;-1,215100489;-1,881544172;0,817673134;-0,525245786;1,041433282;0,061333442;0,486564636;0,849220018;0,679053274;0,777161421;0,448990809;0,31580573;-0,364352877;-0,670546801;0,016975636;0,297718641;1,900517119;-0,827343662;0,170505389;0,781487712;0,453304567;-0,118441794;-0,693906603;-0,249644221
292;-0,391355639;-0,483902539;1H;13215;13216;12952;0,342343644;0,768567728;-1,112825356;0,94303036;-0,377883473;0,37747694;0,417185242;-2,417488955;0,338498938;2,192222171;0,166923554;-0,327021087;-0,629335686;-0,276555312;-0,892543418;1,164869062;0,968789312;1,569738423;-1,858243047;-0,782282835;0,903567949;-0,037505127;-1,208263798;-1,612806594;0,231525846;-0,549884223;-0,020095037;-0,22626264;0,076864217;-0,455241261;0,144005322;-0,016065786;0,191144481;0,247220433;0,161980761;0,625586467;-1,176449166;-0,5866098;0,496846678;0,789939406;0,231525846;0,322802828;0,445916602;-0,401216255;0,002895692;0,52896838;-0,682502655;-0,309736936;1,09286922;0,503704582;-0,35160394;-1,646544431;1,473146985;-0,173798218
293;-0,548398903;-0,429636525;3H;14787;-27307;14401;-1,693270235;-0,315538297;;-1,392196949;3,614310241;-2,060842532;0,564144223;11,28312844;1,018120964;-0,089094754;1,274603898;1,60348576;-2,666935702;0,936370466;-0,670791635;-0,359736653;0,792274709;0,864572608;12,17900368;-0,765931837;0,903567949;-0,426216003;11,6502872;9,198355136;1,475181117;-1,526680315;-0,014571824;-0,028001268;-1,086897758;-0,471125437;0,954241478;-0,549091332;-0,181208161;-0,026863897;-1,535043489;0,137555239;1,85153865;1,277845782;0,173551536;-0,09074113;1,475181117;-0,532509587;0,876432853;-1,127200193;1,239244759;0,552952795;0,370876231;-0,176943855;-0,399797467;-1,616007079;-0,951726371;;-0,693906603;-0,354806934
294;-0,41525641;-0,505369948;8H;14489;14490;14260;1,437739381;-0,256651161;0,797923137;-0,703604281;-0,209474548;-0,036754939;0,755192202;0,785607134;1,073236642;-0,780439246;1,558200719;1,125288217;0,52538867;0,199529563;0,619648128;0,354714531;-0,523584578;0,053159796;0,619281386;0,067969042;-0,939005172;5,69895865;0,825486616;1,089983838;-0,753956392;0,054714766;0,621516705;0,149390487;-0,78381616;0,452328234;0,144005322;0,352782254;-0,20311856;0,107371255;1,428769223;-0,355880604;1,820753653;1,810272879;0,7832753;0,556440933;-0,753956392;1,021282628;-1,21944581;-0,267617198;-0,659721302;-0,610049405;-0,36363421;0,139854049;-0,449654031;0,813016437;0,881051671;-0,024064535;-0,693906603;5,399988235
295;3,90266912;3,372449834;6H;13007;13007;12831;1,809341899;0,420288446;11,52027804;1,163829096;10,71605446;-1,773704525;1,00576694;10,63906336;1,05924879;-1,109134143;2,35943939;1,58786526;-0,32409854;-0,263910537;0,070615683;0,979247754;0,184620307;0,569083304;9,026788806;-0,782282835;0,903567949;-0,316037549;8,69806886;6,986981146;0,644779147;0,077112659;1,727851779;-0,097162211;-1,451170058;0,84324084;-1,657600056;-3,921755392;0,418612065;-0,950866457;0,885099989;0,535011535;1,132296719;1,967449116;0,963910522;1,200347292;0,644779147;0,122469965;-1,1171631;-0,399830015;-1,007638274;0,704384631;3,253285656;-2,656184364;-0,150849297;1,647580337;0,53226214;-0,045500935;-0,693906603;-0,251290794
296;-0,497368702;-0,430016106;6H;12951;12959;12749;-0,313248978;-0,530220181;-0,350540808;-0,411700867;-0,607942094;-1,999649186;0,148938636;4,688818971;0,402217171;0,346678551;0,023089897;0,389964259;-1,863245985;-1,055071153;-0,484150551;-0,326141707;0,852392002;-0,92235208;5,025378676;-0,782282835;0,903567949;-0,428397826;5,089801998;4,284190713;-0,362568403;-0,062133062;0,211026698;0,133086097;-0,480065563;0,28481695;0,016589152;0,236242871;-0,726440182;1,417273777;-0,400956761;0,367543926;-0,086229345;-0,327445576;-0,172440099;-0,273029275;-0,362568403;-0,185450104;0,988191607;1,239871013;-0,076374394;0,321103446;-0,216303138;0,429742143;-0,491617882;-0,651101778;-0,151230712;7,972064349;-0,693906603;-0,356856825
297;-0,717228402;-0,776559429;6H;13095;13095;12973;0,155245557;-0,025509017;-1,085960702;0,40413175;-1,504118159;2,307420925;0,10161995;-1,187627835;0,098887855;-0,903798957;0,445232524;-1,143035568;-0,107420624;0,489603134;-0,003688354;0,17304268;0,542748191;0,197982756;-0,492852672;-1,632534712;-0,017718612;-0,035565729;-1,27386865;-1,612806594;-0,157621982;-0,406922675;-0,102870873;-0,22626264;0,272707657;-0,277413449;0,144005322;0,434908501;0,184349399;0,618216553;0,026191197;0,501726047;-0,961833467;-0,647558467;0,571797733;0,661132747;-0,157621982;0,71146345;0,850859481;-0,570713779;-0,188591549;0,165204746;-1,063675832;0,061290895;0,788691941;0,069103695;-0,143103093;0,592831904;1,382853085;-0,167768364
298;-0,142148845;-0,26009741;4H;12976;12976;12820;0,430230305;-0,808740277;3,460881934;-1,119005292;4,657844115;-0,088533924;0,352003854;4,519040163;0,86161419;-0,815434064;0,476630442;0,461474224;-0,307939102;-3,192900367;-2,595301444;-0,700782771;-5,361822222;-2,162357815;2,412735476;0,067969042;-0,939005172;-0,309852092;2,793632177;2,564233165;-0,43909604;-1,028216741;-0,228188472;-1,415830873;0,958159694;-1,614724973;0,144005322;1,856393409;0,687888174;0,42135858;0,336621851;-0,194094268;-1,335053315;-1,77192754;0,614495432;0,169248753;-0,43909604;0,790590949;-1,128252178;-0,397141319;1,081036441;-0,586330922;-0,983852746;2,784841295;-0,391220944;-0,310018296;0,493294446;-0,33168776;-0,693906603;-0,245479361
299;0,136518101;0,467580305;0H;14440;14440;14114;1,515443974;-0,704569506;7,868364179;-0,325626784;7,296751824;-2,173814863;2,569606161;14,91451671;1,384698919;-0,25348779;2,277748729;1,624958465;-1,639081178;-1,943549894;-1,932848523;0,496659133;0,466947626;0,430295002;18,22052933;-0,745315362;0,836808053;-0,426216003;28,37952447;12,14685379;-1,467813135;1,731894198;1,117045732;-1,387097341;2,363123497;1,062800175;0,144005322;2,219972024;-0,682663665;0,294277727;1,544248262;-0,607233592;1,987202673;1,748287187;-0,100796414;-0,195304797;-1,467813135;0,782248996;-2,087650888;-0,028592909;-1,157895718;-2,254576554;-1,904742736;0,352531809;-0,797384845;0,68112046;1,169382689;8,828384703;1,507007197;-0,402510754
300;-0,481379775;-0,564753275;8H;12556;13132;12446;3,05677877;-0,027683407;0,695501645;-0,411700867;-0,218496455;-0,450986819;-1,613257531;-0,957065847;-1,746439674;0,494953668;-1,373500322;-1,540929706;0,142583133;0,484660176;0,548843172;-1,016530426;-0,525590368;-1,940132494;-0,043272332;-1,7175599;-0,017718612;0,019291544;-0,683424981;-1,367098373;-1,67887524;1,828323163;2,353690182;0,170260105;0,683978879;1,036744476;0,144005322;-0,29844942;-0,826626207;-0,339649423;0,231222216;-1,480040675;0,568368841;0,452609218;1,928446692;1,028568288;-1,67887524;1,773005656;-2,1283946;-0,281504075;-2,053677275;-1,805874488;0,64067863;-1,073435886;0,639368549;1,926918041;1,965640019;-0,797241994;1,473146985;-0,1404468
301;-1,220388227;-1,228436458;8H;14471;14471;14276;1,312317139;-0,327143568;0,86172669;-0,767224255;0,052160746;0,739929835;-1,172517567;0,304148154;-0,475790259;0,301581901;-1,049901412;-0,892904975;-0,031271401;0,527798716;0,321715588;-0,105068388;0,368458641;0,088337503;0,669683864;0,067969042;-0,939005172;-0,098079847;-1,077054093;-0,875681931;-0,602371648;0,060186979;0,629227807;-0,046025029;-0,448352279;-0,186243655;0,144005322;0,573799769;-0,049666594;0,124055512;1,31966076;-0,36905024;1,424566857;1,36144719;0,633216399;0,425704585;-0,602371648;1,085876737;-0,81325359;-0,395161353;-0,239279348;-0,486971484;-0,354141318;0,541784427;-0,304502767;0,684715415;0,84083741;-0,023854976;0,028444593;-0,118892862
302;0,701694263;0,4977359;8H;12861;12861;12551;1,297951382;0,327308415;1,946387082;0,434070562;1,513709631;-0,385086292;-0,074950096;3,513899337;-0,098454531;0,091614812;;0,688853284;-0,252537104;-3,70868726;-2,877061188;-1,032112176;-5,492365411;-2,806114465;1,849692896;0,067969042;-0,939005172;-0,323150824;2,137583656;2,072816723;0,748720479;0,408799094;1,833145777;-0,433144072;-0,744826734;0,086543728;-2,042382288;-3,577679394;0,494862306;-0,860741644;0,946637561;0,281529745;0,614068124;1,253949715;0,678290375;0,934832636;0,748720479;0,030904474;-0,224898147;-0,602840305;-0,539977982;0,87047691;3,100642868;-2,159125454;0,384164212;1,171200245;0,375219591;0,355770043;-0,693906603;-0,257973941
303;-0,699204442;-0,760371006;6H;13616;13616;13327;1,382736793;-0,658737514;-1,791157862;-0,688634875;-2,263461973;-0,168555992;0,771848137;-0,94737899;1,166781469;0,439541214;;1,540591348;0,627126499;0,309538246;0,72730056;-0,188131256;-1,781474334;-1,32975829;-1,452090718;0,91822092;-0,939005172;3,670901908;-0,814634685;-0,138557268;-1,277137334;1,629378354;1,038701071;-1,132600342;2,2731085;0,102033049;0,144005322;2,280395323;-0,508512197;0,33341826;1,334468337;-0,740810231;1,244925178;0,769621835;-0,817959174;-0,85108644;-1,277137334;0,722939129;-1,289079747;-0,100467977;-0,545658934;-1,570096264;-1,503232529;0,823713823;-0,444608666;0,431951228;1,143154913;-0,084204955;-0,693906603;3,49456483
304;-0,115360762;-0,236036197;5H;13215;13215;12864;-0,39387997;-0,211451705;-0,090289475;-0,520229059;0,052160746;-1,077041818;0,401744958;9,29088948;0,689578068;0,182741373;0,6779629;0,373191384;-0,414317181;-1,201071479;-0,896102398;0,787833528;1,636613264;0,669160674;5,005500741;-0,782282835;-0,939005172;-0,392969171;5,221011702;3,055649607;-0,64996499;-0,20416022;-0,168041747;-0,431867026;0,225560162;0,276430048;-0,963414228;0,608793966;-0,47065476;1,669579755;-0,233729232;0,228519524;-0,341888709;-0,692789365;0,090794011;-0,169347584;-0,64996499;-0,050435584;0,448747672;1,486737104;-0,102109403;-0,320679537;-0,359940834;0,96016816;-0,509335952;-0,626277157;-0,153998092;7,387867007;0,028444593;-0,349774394
305;-0,178596815;-0,292832749;0H;13504;13504;13248;-0,030020043;0,57323827;0,022206262;1,313523154;1,049081436;0,744637016;0,54223007;0,965664363;0,312117736;0,816655415;-0,124365031;0,104519335;-0,024086039;-0,200763294;-0,463330522;0,744538323;1,308244017;0,828716523;0,471739588;0,067969042;1,886273613;-0,232276151;0,103833243;-0,138557268;1,148932314;-1,201340371;-0,059894328;-0,94000358;-0,334407005;-1,15424027;0,144005322;-0,215026092;-0,094392596;0,17026872;-0,050382147;0,942118652;-1,47403502;-0,441176891;0,537076221;1,100642212;1,148932314;-0,557719419;0,843420005;-0,24151257;0,470199652;1,345011466;-1,310268829;-1,001291586;1,766114933;0,465957557;-0,676085409;0,641913382;0,028444593;-0,223960918
306;1,886240222;1,56154658;8H;13287;13287;13066;-0,007502818;0,998776363;1,493046051;1,721439463;1,258088941;-1,660732194;-0,561566526;0,502026242;-0,955342767;0,355424109;0,051920568;0,701664816;-1,745270476;-0,98033834;-0,915422571;0,159572719;0,014626692;-0,055995918;1,135164165;-0,053495512;-0,939005172;-0,312068547;1,481535136;1,581400281;1,704149251;-1,132142177;-0,329041212;0,056967892;-1,168140503;-0,574926442;0,402882619;-0,610154014;-0,232068375;0,366335774;-0,309328197;1,141343878;-1,554665947;-0,155619652;1,034386017;1,693514669;1,704149251;-0,074174554;0,924101436;-0,0900301;0,271138742;0,624116079;-1,479385472;-1,838754402;1,385195437;0,767545117;-0,973940201;-0,062461698;-0,693906603;-0,247561791
307;2,073482859;1,729707957;0H;13259;13191;12984;-1,302284135;0,904958477;0,677032196;1,40708194;;-1,401837269;0,736713223;0,932093118;0,57811002;-0,688207068;1,556881557;1,437367009;-0,115152699;-0,67199193;-0,229505587;-1,320953799;-0,011105267;-1,200224008;0,732975711;0,067969042;1,824854509;-0,322042597;1,153510876;1,335692059;2,574567754;-0,203412708;-2,930480883;7,505930878;-4,00647149;-0,417900091;0,144005322;0,988429976;-1,186931284;-0,46964552;-1,516310918;1,222868938;-0,347058919;0,832767059;0,929052809;1,427150169;2,574567754;-1,557614281;-1,129447314;0,070724314;3,004965069;0,647451392;0,464924303;0,995387811;-1,270496067;-0,166268684;-1,787549748;0,254065444;-0,693906603;-0,256932726
308;0,202147927;0,049106397;6H;13103;13103;12810;-0,524503964;-0,236332455;0,477226334;0,22449888;0,503256081;-1,736047081;0,340840211;5,418217124;0,502236811;-0,42192776;0,840764908;1,566534699;-1,503244256;0,874447699;0,878302964;-0,046502949;-0,464470544;0,584780067;6,179757547;0,067969042;1,824854509;-0,428210813;6,073874779;5,021315377;0,644075685;-0,040989169;-0,238537243;0,566782849;-0,703711776;-0,226400283;0,144005322;-0,43955017;0,033938958;-0,380363783;-0,710294846;0,596095891;0,777854294;0,797709129;-0,966566448;-0,631044312;0,644075685;-1,083039929;0,473773321;0,497555764;0,854161071;0,587987173;1,047460812;0,357965925;-0,880938464;-0,594894174;-0,51051634;7,893968518;-0,693906603;-0,35668112
309;-0,908780266;-0,948586909;6H;11999;11900;11822;2,011295908;-0,160645362;-1,633328021;-0,138509211;-1,627417551;1,799045436;-1,191914698;-1,698886841;-1,268138065;-0,63051821;-0,966220603;-1,469798253;0,719175011;0,281292773;0,795938016;-0,227419585;-1,193388639;-0,518041074;-0,928632656;-1,632534712;;-0,006514331;-1,733102614;-1,858514816;-1,602517242;1,542880611;1,279234749;-1,019308129;1,713555816;1,573018087;0,144005322;1,064612698;-0,819618039;0,244776897;1,733981435;-0,552070543;2,305029536;2,276393467;0,488629453;0,3364839;-1,602517242;1,105494634;-1,786096236;0,108067485;-1,748005709;-1,594594631;-1,391136173;-0,342864421;-0,854392083;1,199231176;1,229143125;0,635676315;1,473146985;-0,155600197
310;0,390138482;0,217935556;6H;14671;14671;14429;-0,270478157;0,497168609;0,146455285;1,085239715;1,450556284;0,542228256;-0,106984977;1,917342611;-0,759947451;-0,092293546;-0,53081548;-0,055656837;0,528327763;0,33307614;0,468766139;0,481129791;0,2811913;0,251546978;0,049323987;0,067969042;-0,939005172;-0,170215398;-0,683424981;-0,62997371;0,843622952;-0,566703228;-0,723480612;-0,622785384;0,337988803;-0,651885003;0,483781775;-0,33972809;1,115441359;-0,647928128;-0,419520279;0,942118652;-0,117120403;0,730510536;0,428054392;0,861587397;0,843622952;-0,909688955;0,722000156;-0,451302798;0,251829105;0,009306045;-0,190087514;-0,724852949;1,188731151;0,166556118;-0,826994847;-0,104728076;0,028444593;-0,175370886
311;-1,123121894;-1,141083641;1H;13601;13601;13477;-0,928538551;-0,706345055;-1,084281661;-0,976795937;-0,180905177;0,641079046;-1,080646464;-0,611962321;-0,888248757;-1,093287087;-0,89983256;-0,331328965;0,027461128;1,170083647;0,459156896;0,728043569;0,78620882;0,982788894;-0,824613221;2,618724674;-0,017718612;-0,31938285;-1,470683206;0,107150954;-0,709057808;-0,533065217;0,251560206;-0,91356873;-0,321350776;1,589278319;-2,483599247;-0,052862177;-1,429101375;2,102672888;-0,595934489;0,002614428;-0,106648906;-1,043018216;-0,04830895;-0,742551795;-0,709057808;-1,557805381;0,154220145;3,351504588;-0,224260741;0,255799213;0,816007659;0,68299154;-1,661317784;-1,435919276;-0,211439913;0,03944885;-1,416257799;-0,197843776
312;-0,953055286;-0,50302217;1H;14989;14906;14737;-1,747257832;-0,604702361;6,081864709;-1,624222739;5,675815921;-2,484488773;0,262374189;;0,82262096;-0,42043433;1,623073806;1,623993936;60,94680527;574,0717029;477,258365;-1,045336143;-0,13718619;-0,311051577;11,64845944;;0,903567949;-0,427596427;13,2904085;10,42689624;1,647194142;-4,098694395;1,103649643;-0,22626264;-1,979491894;-14,15098509;-5,292417923;-0,578355371;-1,368906893;0,877736891;-1,702600733;-0,048764709;1,693142278;0,802808003;0,264324102;-0,263559875;-27,30998251;-0,50048166;0,981936527;-0,833340209;1,220529264;0,770611365;0,488528332;-0,318325543;-0,555218586;-1,997946737;-0,77999926;;-0,693906603;-0,356103885
313;-1,170242918;-1,183399884;3H;12811;12811;12631;0,984672593;-1,072505029;-0,211180417;-1,508209844;-0,958292804;1,384813557;-0,858392277;-0,564785109;-0,57873839;-0,889558955;-0,773047362;-1,27067045;0,188975583;0,431935294;0,244550448;-0,161213993;-0,552914524;-0,067130054;-0,157533854;0,91822092;-0,017718612;-0,186838814;-0,683424981;-0,62997371;-0,700092148;1,103984657;-0,039534817;2,549396572;-1,963171607;0,501797026;1,503111133;-2,165715906;-0,329756557;-0,466263891;1,132520772;-1,718586669;0,661636069;-0,630857118;-1,350783984;-1,809239783;-0,700092148;-0,018109097;-0,944287924;0,264871606;-1,10810577;0,52463786;2,225338335;-0,255342424;-0,315563759;-0,369189308;1,383617745;0,002268211;0,028444593;-0,188386073
314;0,116180812;-0,028096145;6H;13275;13275;12970;-0,96795722;0,351513355;2,990750494;0,845729222;2,716630524;-0,592202232;0,536549143;6,923525135;0,429561324;0,014986963;1,295756673;1,393807802;-0,096681631;0,291884825;0,236542744;0,864474217;-0,068450042;0,902593021;4,019640209;0,067969042;-0,939005172;-0,309852092;2,465607917;2,318524944;1,010775297;0,405995926;-2,47488979;1,492002586;0,672554678;-0,57411712;1,503111133;-0,216665853;2,615773354;-2,266587936;-1,059564202;0,946706075;0,622850402;1,315749022;0,655754535;0,817510953;1,010775297;-2,149547481;-1,542909269;-0,536173011;1,215085019;-2,709827119;0,9744311;0,319807971;-0,103561413;-0,392750837;-1,231830044;1,74366707;-0,693906603;-0,245479361
